date,World,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Western Sahara,Yemen,Zambia,Zimbabwe
2020-01-22,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,0.042,,,0.029,,,,,,,,,,0.003,,,,,,,,,,
2020-01-23,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,,,,,,0.02,,,,,,,,,,0.042,,,0.043,,,,,,,,,,0.003,,,,,,0.021,,,,
2020-01-24,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639,,,,,,,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,,,,,,0.039,,,,,,,,,,0.126,,,0.072,,,,,,,,,,0.006,,,,,,0.021,,,,
2020-01-25,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513,,,,,,0.039,,,,,,,,,,0.126,,,0.1,,,,,,,,,,0.006,,,,,,0.021,,,,
2020-01-26,0.272,,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,1.442,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,0.124,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.684,,,,,,0.059,,,,,,,,,,0.168,,,0.115,,,,,,,,,,0.015,,,,,,0.021,,,,
2020-01-27,0.376,,,,,,,,,0.196,,,,,,,,,,,,,,,,,,,,0.06,,0.026,,,,,1.999,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,,0.012,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,0.124,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,,,,,,0.078,,,0.047,,,,,,,0.21,,,0.115,,,,,,,,,,0.015,,,,,,0.021,,,,
2020-01-28,0.716,,,,,,,,,0.196,,,,,,,,,,,,,,,,,,,,0.06,,0.053,,,,,3.827,,,,,,,,,,,,,,,,,,,,,,,,0.061,,,,0.048,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,0.124,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.197,,,,,,0.078,,,0.047,,,,,,,0.336,,,0.201,,,,,,,,,,0.015,,,,,,0.021,,,,
2020-01-29,0.791,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,0.06,,0.053,,,,,4.229,,,,,,,,,,,,,,,,,,,,,,,0.18,0.077,,,,0.048,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,0.216,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.197,,,,,,0.078,,,0.047,,,,,,,0.336,,,0.201,,,,,,,,0.404,,0.018,,,,,,0.021,,,,
2020-01-30,1.056,,,,,,,,,0.353,,,,,,,,,,,,,,,,,,,,0.06,,0.053,,,,,5.656,,,,,,,,,,,,,,,,,,,,,,,0.18,0.077,,,,0.048,,,,,,,,,,,,0.001,,,,,,,,,0.087,,,,,,,,,,,,,,,,,,,0.247,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,1.709,,,,,,0.078,,,0.047,,,,,,,0.378,,,0.201,,,,,,,,0.404,,0.018,,,,,,0.021,,,,
2020-01-31,1.274,,,,,,,,,0.353,,,,,,,,,,,,,,,,,,,,0.06,,0.106,,,,,6.81,,,,,,,,,,,,,,,,,,,,,,,0.18,0.077,,,,0.06,,,,,,,,,,,,0.001,,,,,,,0.033,,0.119,,,,,,,,,,,,,,,,,,,0.247,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,0.009,,,,,0.014,,,,,,,,,,,,2.222,,,,,,0.215,,,0.047,,,,,,,0.42,,,0.272,,,,,,,,0.404,0.029,0.024,,,,,,0.021,,,,
