location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Malawi,2021-03-17,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1372230880853434376,5417,5417,
Malawi,2021-03-18,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1372603080592752649,9091,9091,
Malawi,2021-03-19,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1372979737526730755/photo/1,15326,15326,
Malawi,2021-03-21,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1373687642005643269,24550,24550,
Malawi,2021-03-22,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1374038361170661378,25589,25589,
Malawi,2021-03-23,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1374403679063744512,38804,38804,
Malawi,2021-03-24,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1374767106835816450,54637,54637,
Malawi,2021-03-26,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1375498870583652353,90107,90107,
Malawi,2021-03-27,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1375860681828892676,109526,109526,
Malawi,2021-03-28,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1376190751370059777,111592,111592,
Malawi,2021-03-30,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1376946329264480266/photo/1,123097,123097,
Malawi,2021-03-31,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1377313801599614977,134289,134289,
Malawi,2021-04-01,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1377689378907160581,144979,144979,
Malawi,2021-04-02,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1378057215748276232,154801,154801,
Malawi,2021-04-04,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1378757146251304962,159574,159574,
Malawi,2021-04-05,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1379078759798734849,160445,160445,
Malawi,2021-04-06,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1379480548435955724,164733,164733,
Malawi,2021-04-09,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1380565672263045121,193627,193627,
Malawi,2021-04-10,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1380930584608931844,204258,204258,
Malawi,2021-04-11,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1381254742039527426,209353,209353,
Malawi,2021-04-12,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1381645926234738697,212615,212615,
Malawi,2021-04-13,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1382015390050611207,229220,229220,
Malawi,2021-04-14,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1382353127639252992/photo/1,240744,240744,
Malawi,2021-04-16,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1383075260682137609,251368,251368,
Malawi,2021-04-18,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1383849958827118603,257754,257754,
Malawi,2021-04-19,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1384160357451669516,258107,258107,
Malawi,2021-04-20,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1384581605616930820,260614,260614,
Malawi,2021-04-21,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1384891657305346048,263931,263931,
Malawi,2021-04-22,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1385277422157934593,267293,267293,
Malawi,2021-04-26,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1386725181905850372,277442,277442,
Malawi,2021-04-27,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1387062346586247168,281049,281049,
Malawi,2021-04-28,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1387460710184202240,285824,285824,
Malawi,2021-04-29,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1387792596865634304,290344,290344,
Malawi,2021-04-30,Oxford/AstraZeneca,https://twitter.com/health_malawi/status/1388166647672881153,296127,296127,
