location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Finland,2020-12-31,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,1767,,
Finland,2021-01-04,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,3604,,
Finland,2021-01-05,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,5445,,
Finland,2021-01-07,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,8155,,
Finland,2021-01-08,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,11135,,
Finland,2021-01-11,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,14196,,
Finland,2021-01-12,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,17617,,
Finland,2021-01-13,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,23126,,
Finland,2021-01-14,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,33033,,
Finland,2021-01-15,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,43143,,
Finland,2021-01-18,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,54568,,
Finland,2021-01-19,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,55824,,
Finland,2021-01-20,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,62061,,
Finland,2021-01-21,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,78300,,
Finland,2021-01-22,Pfizer/BioNTech,https://github.com/HS-Datadesk/koronavirus-avoindata,91260,,
Finland,2021-01-25,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,110651,106098,4553
Finland,2021-01-26,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,117007,110047,6960
Finland,2021-01-27,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,126910,117555,9355
Finland,2021-01-28,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,138323,127783,10540
Finland,2021-01-29,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,151790,137551,14239
Finland,2021-01-30,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,162277,144520,17757
Finland,2021-02-01,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,163760,145557,18203
Finland,2021-02-02,Pfizer/BioNTech,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html,163973,145770,18203
