location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Estonia,2020-12-28,Pfizer/BioNTech,207,https://www.terviseamet.ee/et/uudised/covid-19-blogi-28-detsember-oopaevaga-lisandus-416-positiivset-testi,,
Estonia,2020-12-29,Pfizer/BioNTech,516,https://www.terviseamet.ee/et/uudised/covid-19-blogi-29-detsember-oopaevaga-lisandus-478-positiivset-testi,,
Estonia,2020-12-30,Pfizer/BioNTech,884,https://www.terviseamet.ee/et/uudised/covid-19-blogi-30-detsember-oopaevaga-lisandus-968-positiivset-testi,,
Estonia,2020-12-31,Pfizer/BioNTech,1907,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-detsember-oopaevaga-lisandus-738-positiivset-testi,,
Estonia,2021-01-01,Pfizer/BioNTech,2487,https://www.terviseamet.ee/et/uudised/covid-19-blogi-1-jaanuar-oopaevaga-lisandus-417-positiivset-testi,,
Estonia,2021-01-03,Pfizer/BioNTech,2517,https://www.terviseamet.ee/et/uudised/covid-19-blogi-3-jaanuar-oopaevaga-lisandus-342-positiivset-testi,,
Estonia,2021-01-04,Pfizer/BioNTech,2535,https://www.terviseamet.ee/et/uudised/covid-19-blogi-4-jaanuar-oopaevaga-lisandus-390-positiivset-testi,,
Estonia,2021-01-05,Pfizer/BioNTech,3188,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-jaanuar-oopaevaga-lisandus-429-positiivset-testi,,
Estonia,2021-01-06,Pfizer/BioNTech,5009,https://www.terviseamet.ee/et/uudised/covid-19-blogi-6-jaanuar-oopaevaga-lisandus-723-positiivset-testi,,
Estonia,2021-01-07,Pfizer/BioNTech,6632,https://www.terviseamet.ee/et/uudised/covid-19-blogi-7-jaanuar-oopaevaga-lisandus-1104-positiivset-testi,,
Estonia,2021-01-08,Pfizer/BioNTech,7973,https://www.terviseamet.ee/et/uudised/covid-19-blogi-8-jaanuar-oopaevaga-lisandus-788-positiivset-testi,,
Estonia,2021-01-09,Pfizer/BioNTech,10197,https://www.terviseamet.ee/et/uudised/covid-19-blogi-9-jaanuar-oopaevaga-lisandus-556-positiivset-testi,,
Estonia,2021-01-10,Pfizer/BioNTech,10749,https://www.terviseamet.ee/et/uudised/covid-19-blogi-10-jaanuar-oopaevaga-lisandus-429-positiivset-testi,,
Estonia,2021-01-11,Pfizer/BioNTech,10972,https://www.terviseamet.ee/et/uudised/covid-19-blogi-11-jaanuar-oopaevaga-lisandus-290-positiivset-testi,,
Estonia,2021-01-12,Pfizer/BioNTech,11896,https://www.terviseamet.ee/et/uudised/covid-19-blogi-12-jaanuar-oopaevaga-lisandus-335-positiivset-testi,,
Estonia,2021-01-13,Pfizer/BioNTech,13481,https://www.terviseamet.ee/et/uudised/covid-19-blogi-13-jaanuar-oopaevaga-lisandus-855-positiivset-testi,,
Estonia,2021-01-14,Pfizer/BioNTech,14879,https://www.terviseamet.ee/et/uudised/covid-19-blogi-14-jaanuar-oopaevaga-lisandus-632-positiivset-testi,,
Estonia,2021-01-15,Pfizer/BioNTech,16677,https://www.terviseamet.ee/et/uudised/covid-19-blogi-15-jaanuar-oopaevaga-lisandus-476-positiivset-testi,,
Estonia,2021-01-16,Pfizer/BioNTech,17959,https://www.terviseamet.ee/et/uudised/covid-19-blogi-16-jaanuar-oopaevaga-lisandus-618-positiivset-testi,,
Estonia,2021-01-17,Pfizer/BioNTech,18179,https://www.terviseamet.ee/et/uudised/covid-19-blogi-17-jaanuar-oopaevaga-lisandus-390-positiivset-testi,,
Estonia,2021-01-18,Pfizer/BioNTech,18275,https://www.terviseamet.ee/et/uudised/covid-19-blogi-18-jaanuar-oopaevaga-lisandus-265-positiivset-testi,,
Estonia,2021-01-19,Pfizer/BioNTech,19315,https://www.terviseamet.ee/et/uudised/covid-19-blogi-19-jaanuar-oopaevaga-lisandus-600-positiivset-testi,,
Estonia,2021-01-20,Pfizer/BioNTech,20478,https://www.terviseamet.ee/et/uudised/covid-19-blogi-20-jaanuar-oopaevaga-lisandus-603-positiivset-testi,,
Estonia,2021-01-21,Pfizer/BioNTech,21985,https://www.terviseamet.ee/et/uudised/covid-19-blogi-21-jaanuar-oopaevaga-lisandus-669-positiivset-testi,,
Estonia,2021-01-22,Pfizer/BioNTech,24196,https://www.terviseamet.ee/et/uudised/covid-19-blogi-22-jaanuar-oopaevaga-lisandus-490-positiivset-testi,,
Estonia,2021-01-23,Pfizer/BioNTech,25704,https://www.terviseamet.ee/et/uudised/covid-19-blogi-23-jaanuar-oopaevaga-lisandus-487-positiivset-testi,,
Estonia,2021-01-24,Pfizer/BioNTech,25964,https://www.terviseamet.ee/et/uudised/covid-19-blogi-24-jaanuar-oopaevaga-lisandus-532-positiivset-testi,,
Estonia,2021-01-25,Pfizer/BioNTech,26126,https://www.terviseamet.ee/et/uudised/covid-19-blogi-25-jaanuar-oopaevaga-lisandus-259-positiivset-testi,,
