location,total_vaccinations,people_vaccinated,people_fully_vaccinated,date,source_url,vaccine
United Kingdom,667287.0,667287.0,,2020-12-20,https://coronavirus.data.gov.uk/,Pfizer/BioNTech
United Kingdom,992246.0,992246.0,,2020-12-27,https://coronavirus.data.gov.uk/,Pfizer/BioNTech
United Kingdom,1381656.0,1360036.0,21620.0,2021-01-03,https://coronavirus.data.gov.uk/,Pfizer/BioNTech
United Kingdom,2677971.0,2286572.0,391399.0,2021-01-10,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,2843815.0,2431648.0,412167.0,2021-01-11,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,3067541.0,2639309.0,428232.0,2021-01-12,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,3356229.0,2918252.0,437977.0,2021-01-13,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,3678180.0,3234946.0,443234.0,2021-01-14,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,4006440.0,3559179.0,447261.0,2021-01-15,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,4286830.0,3837094.0,449736.0,2021-01-16,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,4514802.0,4062501.0,452301.0,2021-01-17,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,4723443.0,4266577.0,456866.0,2021-01-18,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,5070365.0,4609740.0,460625.0,2021-01-19,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,5437284.0,4973248.0,464036.0,2021-01-20,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
United Kingdom,5849899.0,5383103.0,466796.0,2021-01-21,https://coronavirus.data.gov.uk/,"Oxford/AstraZeneca, Pfizer/BioNTech"
