date,total_vaccinations,people_vaccinated,people_fully_vaccinated,location,source_url,vaccine
2021-02-17,125,125.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-02-18,611,611.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-02-19,5039,5039.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-02-22,11934,11934.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-02-24,17888,17888.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-02-25,21896,21896.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-02-26,28530,28530.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-01,31785,31785.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-02,34772,34772.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-03,37303,37303.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-04,39174,39174.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-05,46469,46469.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-08,70796,70796.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
2021-03-09,107558,107558.0,0.0,Japan,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_sesshujisseki.html,Pfizer/BioNTech
